description,points
"This tilts the fruit emphasis away from peach and into pear, with a slight suggestion of vanilla cream. It's got medium weight and concentration, and it's supple, well integrated, and balanced for immediate consumption.",88
"White and pink floral tones of clover and sweet pea waft from the glass on first nosing, with supporting tones of white pear, melon rind and green apple. Gooseberry and pineapple flavors unfold on the palate, framed by ample acidity that results in a short yet clean finish.",87
"This top-end Cabernet from the dynamic Moletto estate delivers impressive intensity and extremely attractive notes of black fruit, toasted spice and black stone. The nose is slightly sweet smelling and the mouthfeel is modern, penetrating, plush and velvety.",92
"A blend of two indigenous Georgian grapes, this wine offers aromas of citrus zest and rose petal. It is soft in the mouth, with flavors of apple, white peach, lemon and rose, capped by a smooth apricot finish.",89
"Slightly sour Meyer-lemon-pith aromas meet with honeysuckle and yellow pear on the nose of this bottling by veteran Bob Lindquist. There is a strong sizzle of acidity on the sip, where green-apple flavors meet with tart nectarine and lime-peel zip. It's very fresh and food-friendly.",89
"Additions of Sauvignon Musque and Sauvignon Gris add complexity to this rewarding white, full bodied and rounded in anise, creamy vanilla and apricot tones. Succulent and lengthy, it teases in an underbelly of herb and grass. It saw stainless-steel fermenting plus time in French oak, chestnut and acacia.",91
"Decadent aromas of kirsch liqueur, pipe smoke and campfire waft from this wine by David Hunt, who is also a blind piano impresario. Leathery flavors of cooked cherries, smoked berries, baked cookies and a strong coffee character power the palate.",89
"Subtle in honey and grapefruit, this is a playful wine, vibrant in acidity and swirls of lemon zest that make it simultaneously refreshing and intriguing. Oysters are the obvious call.",91
"This wine was fermented and aged in stainless steel. The aromas bring pure notes of apple, Bosc pear and candle wax. The palate is clear and crisp, with a creamy feel and long finish. It impresses.",91
"Solid but jammy black cherry and blackberry aromas come with hints of forest and rubber. This is flush and easygoing in feel, with a friendly, not demanding mouthfeel. Boysenberry and plum flavors finish round and fleshy, with mild tannins.",88
This is a good reminder that Touriga Nacional comes from originally from the Dão. The wine has power and dense tannins while also having a strongly textured character that shows up the granite soil of the region. The wine is just maturing and will be at its best from 2017.,92
"This is full and rounded initially, then the more textured notes of green fruit skin and wood spice come through. It has an attractively ripe feel while remaining structured. At the same time, the wine is developing fast and will be ready to drink in 3–4 years.",92
"Named after the quail that inhabit the vineyard, this intensely fruity wine is ripe and full-bodied. Flavors of truffles, spice as well as black plums and berries abound. This is a serious wine for aging; keep for at least seven years, although with its great fruit it could be deliciously drinkable sooner.",93
"Raisin and molasses aromas and flavors are a big part of this full-bodied, syrupy number from Cafayate in Salta. Additional scents of licorice, herbs and reedy berry only add to an overbearing sense of ripeness. In the mouth, this is heavy, with weighty tannins. Flavors of prune and P.X. Sherry precede coffee, chocolate and fig flavors on the finish.",90
"This bright, ruby-colored rosé opens with lively tones of cranberry, raspberry and white almond. It's soft and creamy with a touch of sweet berry or ripe cherry on the close.",86
"An aromatic wine with great depth, this is complex and concentrated. It brings out a great tangy, zesty, steely character that has freshness as well as richness in equal measure. White fruits and red currants leave a crisp, taut aftertaste.",91
"Big flavors, full body and assertive tannins balance each other to make this out-sized wine a winner. It has ripe black cherry and dried fig aromas, gushing fruit flavors and a broad texture, but the firm tannins keep it from tasting fat. It's hardly delicate, but definitely delicious.",91
"Just about the best white wine out of Australia this year, this Roussanne isn't a fleshy wine, but it has beauty, power and structure in its corner. Full-bodied with powdery tannins, it has flavors of honeydew, peach fuzz and mineral, and an herbal-peppery finish that lingers on the tongue. Nose is a tantalizing mix of marzipan, jasmine and clover. Just excellent.",93
"Thin tasting, like apple cider, with high acidity and a slight scent of animal.",83
"Fresh jasmine flowers and orange blossoms give way to a tropical-leaning, guava-inflected nose on this bottling, boosted by a citrus twist. Once sipped, the tropical touch shows again, but it's fairly restrained, with light apple and mandarin-orange flavors prominent.",87
"A tropical tone of grilled pineapple adds breadth to the nose and mouth of this lush yet well-balanced wine. Scents of yellow flowers, musk melon and sweet smoke unfold on the nose, while the palate shines in rich waves of toasted brioche, baked apple and clementine oil. It's medium weight, with a plush texture that's cut by citrusy acidity. Drink now–2019.",91
"Stacked layers of crystalline minerality add lift to this luscious, ripe Riesling. It's dry in style with restrained apple and pear flavors, but the texture is clingy and dense. Chalk and saline notes reverberate on the finish.",90
"A blend of Nero d'Avola and Frappato, this easygoing Cerasuolo di Vittoria offers a nice mix of freshness, informality and richness. Layers of raspberry, cherry and almond build on the close.",86
"Fresh floral and peach-like aromas emerge from the nose of this pristine expression of Pinot Grigio from sunny Sicily. You'll get aromas of chopped herb, lemon and yellow rose. The mouthfeel is zesty and bright. Highly recommended at this low price.",86
"This smells gritty, much like burnt leather. After that, stalky, herbal aromas rise up. In the mouth, it's grabby and tannic but not overly hard, with earthy, roasted flavors of leathery berry and salt. A savory tasting finish with modest fruit is lengthy and feels solid.",87
"Mainly Cabernet, it shows the variety's hard tannins and and black currant and dark chocolate flavors, but 21% Cabernet Franc adds easier notes of sweet cherry jam. Still, it's pretty tannic, and suggests aging until 2021–2022.",92
"From the estate that saved the Pecorino grape from extinction, this focused and refined wine intrigues from the start, with its floral aromas of jasmine and acacia, layered with whiffs of balsamic herbs. The palate demonstrates lovely energy and elegance, with peach and tropical fruit flavors accented by mineral and almond.",90
